tweet_id,timestamp,source,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,add_all,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,followers_count,retweet_count,retweeted,truncated
892420643555336193,2017-08-01 16:23:56,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13,10,Phineas,NoneNoneNoneNone,,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1.0,orange,0.0970486,False,bagel,0.08585110000000001,False,banana,0.07611,False,39467,3200889,8853,False,False
892177421306343426,2017-08-01 00:17:27,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,10,Tilly,NoneNoneNoneNone,,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1.0,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,33819,3200889,6514,False,False
891815181378084864,2017-07-31 00:18:03,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,10,Archie,NoneNoneNoneNone,,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1.0,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,25461,3200889,4328,False,False
891689557279858688,2017-07-30 15:58:51,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13,10,Darla,NoneNoneNoneNone,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1.0,paper_towel,0.17027799999999998,False,Labrador_retriever,0.168086,True,spatula,0.0408359,False,42908,3200889,8964,False,False
891327558926688256,2017-07-29 16:00:24,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,10,Franklin,NoneNoneNoneNone,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2.0,basset,0.555712,True,English_springer,0.22577,True,German_short-haired_pointer,0.175219,True,41048,3200889,9774,False,False
891087950875897856,2017-07-29 00:08:17,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1.0,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.07690219999999999,False,20562,3200889,3261,False,False
890971913173991426,2017-07-28 16:27:12,Twitter for iPhone,,,,"https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13,10,Jax,NoneNoneNoneNone,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1.0,Appenzeller,0.34170300000000003,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,12041,3200889,2158,False,False
890729181411237888,2017-07-28 00:22:40,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2.0,Pomeranian,0.566142,True,Eskimo_dog,0.17840599999999998,True,Pembroke,0.0765069,True,56848,3200889,16716,False,False
890609185150312448,2017-07-27 16:25:51,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13,10,Zoey,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1.0,Irish_terrier,0.487574,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,28226,3200889,4429,False,False
890240255349198849,2017-07-26 15:59:51,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14,10,Cassie,doggoNoneNoneNone,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1.0,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,32467,3200889,7711,False,False
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,31166,3200889,7624,False,False
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,28268,3200889,5156,False,False
889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,NoneNoneNonepuppo,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,38818,3200889,8538,False,False
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,27672,3200889,4735,False,False
889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,NoneNoneNonepuppo,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,15359,3200889,2321,False,False
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,NoneNoneNoneNone,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,25652,3200889,5637,False,False
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,29611,3200889,4709,False,False
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,26080,3200889,4559,False,False
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,20290,3200889,3732,False,False
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,22201,3200889,3653,False,False
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,30779,3200890,5609,False,False
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,NoneNoneNoneNone,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,69871,3200890,18781,False,False
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,NoneNoneNoneNone,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,34222,3200890,10737,False,False
